transaction_id,batch_id,scenario,process_code,status,transaction_date,warehouse_code,vendor,material_type,remarks
TXN-B1042-5,B1042,High Loss,SD,APPROVED,2025-02-17T08:20:07Z,WH-FACT,Vendor C - 5,PS,B1042:Dispatch
TXN-B1043-1,B1043,High Loss,PR,APPROVED,2025-02-11T14:34:22Z,WH-COLLECT,Vendor C - 1,PP,B1043:Collection
TXN-B1043-2,B1043,High Loss,SEG,APPROVED,2025-02-12T10:47:08Z,WH-COLLECT,Vendor C - 1,PP,B1043:Sorting
TXN-B1043-3,B1043,High Loss,MB,APPROVED,2025-02-13T17:17:37Z,WH-WASH,Vendor C - 1,PP,B1043:Processing
TXN-B1043-4,B1043,High Loss,MB,APPROVED,2025-02-15T04:37:23Z,WH-RECY,Vendor C - 1,PP,B1043:Recycling
TXN-B1043-5,B1043,High Loss,SD,APPROVED,2025-02-16T01:46:55Z,WH-FACT,Vendor C - 1,PP,B1043:Dispatch
TXN-B1044-1,B1044,High Loss,PR,APPROVED,2025-01-27T22:32:45Z,WH-COLLECT,Vendor C - 3,PP,B1044:Collection
TXN-B1044-2,B1044,High Loss,SEG,APPROVED,2025-01-28T13:41:54Z,WH-COLLECT,Vendor C - 3,PP,B1044:Sorting
TXN-B1044-3,B1044,High Loss,MB,APPROVED,2025-01-29T03:15:08Z,WH-WASH,Vendor C - 3,PP,B1044:Processing
TXN-B1044-4,B1044,High Loss,MB,APPROVED,2025-01-29T22:10:00Z,WH-RECY,Vendor C - 3,PP,B1044:Recycling
TXN-B1044-5,B1044,High Loss,SD,APPROVED,2025-01-30T17:56:50Z,WH-FACT,Vendor C - 3,PP,B1044:Dispatch
TXN-B1045-1,B1045,High Loss,PR,APPROVED,2025-01-19T11:58:25Z,WH-COLLECT,Vendor C - 3,PP,B1045:Collection
TXN-B1045-2,B1045,High Loss,SEG,APPROVED,2025-01-19T20:11:58Z,WH-COLLECT,Vendor C - 3,PP,B1045:Sorting
TXN-B1045-3,B1045,High Loss,MB,APPROVED,2025-01-20T20:57:57Z,WH-WASH,Vendor C - 3,PP,B1045:Processing
TXN-B1045-4,B1045,High Loss,MB,APPROVED,2025-01-21T15:56:38Z,WH-RECY,Vendor C - 3,PP,B1045:Recycling
TXN-B1045-5,B1045,High Loss,SD,APPROVED,2025-01-22T11:22:40Z,WH-FACT,Vendor C - 3,PP,B1045:Dispatch
TXN-B1046-1,B1046,High Loss,PR,APPROVED,2025-02-13T08:23:44Z,WH-COLLECT,Vendor C - 4,HDPE,B1046:Collection
TXN-B1046-2,B1046,High Loss,SEG,APPROVED,2025-02-14T09:29:48Z,WH-COLLECT,Vendor C - 4,HDPE,B1046:Sorting
TXN-B1046-3,B1046,High Loss,MB,APPROVED,2025-02-15T04:44:49Z,WH-WASH,Vendor C - 4,HDPE,B1046:Processing
TXN-B1046-4,B1046,High Loss,MB,APPROVED,2025-02-16T12:51:40Z,WH-RECY,Vendor C - 4,HDPE,B1046:Recycling
TXN-B1046-5,B1046,High Loss,SD,APPROVED,2025-02-17T03:17:55Z,WH-FACT,Vendor C - 4,HDPE,B1046:Dispatch
TXN-B1047-1,B1047,High Loss,PR,APPROVED,2025-02-16T03:30:44Z,WH-COLLECT,Vendor C - 5,HDPE,B1047:Collection
TXN-B1047-2,B1047,High Loss,SEG,APPROVED,2025-02-16T18:48:56Z,WH-COLLECT,Vendor C - 5,HDPE,B1047:Sorting
TXN-B1047-3,B1047,High Loss,MB,APPROVED,2025-02-17T08:17:23Z,WH-WASH,Vendor C - 5,HDPE,B1047:Processing
TXN-B1047-4,B1047,High Loss,MB,APPROVED,2025-02-17T19:13:56Z,WH-RECY,Vendor C - 5,HDPE,B1047:Recycling
TXN-B1047-5,B1047,High Loss,SD,APPROVED,2025-02-19T03:24:21Z,WH-FACT,Vendor C - 5,HDPE,B1047:Dispatch
TXN-B1048-1,B1048,High Loss,PR,APPROVED,2025-02-05T22:52:32Z,WH-COLLECT,Vendor C - 4,HDPE,B1048:Collection
TXN-B1048-2,B1048,High Loss,SEG,APPROVED,2025-02-06T23:22:01Z,WH-COLLECT,Vendor C - 4,HDPE,B1048:Sorting
TXN-B1048-3,B1048,High Loss,MB,APPROVED,2025-02-07T10:29:26Z,WH-WASH,Vendor C - 4,HDPE,B1048:Processing
TXN-B1049-1,B1049,High Loss,PR,APPROVED,2025-01-20T06:14:58Z,WH-COLLECT,Vendor C - 3,LDPE,B1049:Collection
TXN-B1049-2,B1049,High Loss,SEG,APPROVED,2025-01-21T14:40:09Z,WH-COLLECT,Vendor C - 3,LDPE,B1049:Sorting
TXN-B1049-3,B1049,High Loss,MB,APPROVED,2025-01-22T08:03:56Z,WH-WASH,Vendor C - 3,LDPE,B1049:Processing
TXN-B1049-4,B1049,High Loss,MB,APPROVED,2025-01-23T06:58:07Z,WH-RECY,Vendor C - 3,LDPE,B1049:Recycling
TXN-B1049-5,B1049,High Loss,SD,APPROVED,2025-01-24T00:48:18Z,WH-FACT,Vendor C - 3,LDPE,B1049:Dispatch
TXN-B1050-1,B1050,High Loss,PR,APPROVED,2025-02-01T23:06:55Z,WH-COLLECT,Vendor C - 3,PS,B1050:Collection
TXN-B1051-1,B1051,High Loss,PR,APPROVED,2025-02-06T23:18:51Z,WH-COLLECT,Vendor C - 5,PET,B1051:Collection
TXN-B1051-2,B1051,High Loss,SEG,APPROVED,2025-02-08T09:57:46Z,WH-COLLECT,Vendor C - 5,PET,B1051:Sorting
TXN-B1051-3,B1051,High Loss,MB,APPROVED,2025-02-09T21:02:20Z,WH-WASH,Vendor C - 5,PET,B1051:Processing
TXN-B1051-4,B1051,High Loss,MB,APPROVED,2025-02-10T12:14:12Z,WH-RECY,Vendor C - 5,PET,B1051:Recycling
TXN-B1051-5,B1051,High Loss,SD,APPROVED,2025-02-11T15:00:29Z,WH-FACT,Vendor C - 5,PET,B1051:Dispatch
TXN-B1052-1,B1052,High Loss,PR,APPROVED,2025-01-30T09:52:19Z,WH-COLLECT,Vendor C - 1,HDPE,B1052:Collection
TXN-B1052-2,B1052,High Loss,SEG,APPROVED,2025-01-31T14:53:29Z,WH-COLLECT,Vendor C - 1,HDPE,B1052:Sorting
TXN-B1052-3,B1052,High Loss,MB,APPROVED,2025-02-01T18:02:10Z,WH-WASH,Vendor C - 1,HDPE,B1052:Processing
TXN-B1053-1,B1053,High Loss,PR,APPROVED,2025-02-27T21:26:37Z,WH-COLLECT,Vendor C - 5,PVC,B1053:Collection
TXN-B1053-2,B1053,High Loss,SEG,APPROVED,2025-02-28T06:14:48Z,WH-COLLECT,Vendor C - 5,PVC,B1053:Sorting
TXN-B1053-3,B1053,High Loss,MB,APPROVED,2025-03-01T07:55:05Z,WH-WASH,Vendor C - 5,PVC,B1053:Processing
TXN-B1053-4,B1053,High Loss,MB,APPROVED,2025-03-02T19:04:45Z,WH-RECY,Vendor C - 5,PVC,B1053:Recycling
TXN-B1053-5,B1053,High Loss,SD,APPROVED,2025-03-03T05:20:53Z,WH-FACT,Vendor C - 5,PVC,B1053:Dispatch
TXN-B1054-1,B1054,High Loss,PR,APPROVED,2025-01-01T21:36:44Z,WH-COLLECT,Vendor C - 4,PET,B1054:Collection
TXN-B1054-2,B1054,High Loss,SEG,APPROVED,2025-01-02T18:01:24Z,WH-COLLECT,Vendor C - 4,PET,B1054:Sorting
TXN-B1054-3,B1054,High Loss,MB,APPROVED,2025-01-03T05:52:47Z,WH-WASH,Vendor C - 4,PET,B1054:Processing
TXN-B1054-4,B1054,High Loss,MB,APPROVED,2025-01-03T23:55:20Z,WH-RECY,Vendor C - 4,PET,B1054:Recycling
TXN-B1054-5,B1054,High Loss,SD,APPROVED,2025-01-04T22:02:04Z,WH-FACT,Vendor C - 4,PET,B1054:Dispatch
TXN-B1055-1,B1055,High Loss,PR,APPROVED,2025-01-17T19:02:23Z,WH-COLLECT,Vendor C - 4,PS,B1055:Collection
TXN-B1055-2,B1055,High Loss,SEG,APPROVED,2025-01-19T04:54:27Z,WH-COLLECT,Vendor C - 4,PS,B1055:Sorting
TXN-B1055-3,B1055,High Loss,MB,APPROVED,2025-01-20T16:06:05Z,WH-WASH,Vendor C - 4,PS,B1055:Processing
TXN-B1055-4,B1055,High Loss,MB,APPROVED,2025-01-21T17:35:52Z,WH-RECY,Vendor C - 4,PS,B1055:Recycling
TXN-B1055-5,B1055,High Loss,SD,APPROVED,2025-01-22T10:25:03Z,WH-FACT,Vendor C - 4,PS,B1055:Dispatch
TXN-B1056-1,B1056,High Loss,PR,APPROVED,2025-02-09T23:37:27Z,WH-COLLECT,Vendor C - 2,PS,B1056:Collection
TXN-B1056-2,B1056,High Loss,SEG,APPROVED,2025-02-10T08:31:41Z,WH-COLLECT,Vendor C - 2,PS,B1056:Sorting
TXN-B1056-3,B1056,High Loss,MB,APPROVED,2025-02-11T10:04:40Z,WH-WASH,Vendor C - 2,PS,B1056:Processing
TXN-B1056-4,B1056,High Loss,MB,APPROVED,2025-02-12T04:00:23Z,WH-RECY,Vendor C - 2,PS,B1056:Recycling
TXN-B1056-5,B1056,High Loss,SD,APPROVED,2025-02-12T21:37:49Z,WH-FACT,Vendor C - 2,PS,B1056:Dispatch
TXN-B1057-1,B1057,High Loss,PR,APPROVED,2025-01-17T13:23:19Z,WH-COLLECT,Vendor C - 5,PET,B1057:Collection
TXN-B1057-2,B1057,High Loss,SEG,APPROVED,2025-01-18T13:07:39Z,WH-COLLECT,Vendor C - 5,PET,B1057:Sorting
TXN-B1057-3,B1057,High Loss,MB,APPROVED,2025-01-19T21:42:41Z,WH-WASH,Vendor C - 5,PET,B1057:Processing
TXN-B1057-4,B1057,High Loss,MB,APPROVED,2025-01-21T06:12:15Z,WH-RECY,Vendor C - 5,PET,B1057:Recycling
TXN-B1057-5,B1057,High Loss,SD,APPROVED,2025-01-21T14:57:21Z,WH-FACT,Vendor C - 5,PET,B1057:Dispatch
TXN-B1058-1,B1058,High Loss,PR,APPROVED,2025-02-21T14:14:10Z,WH-COLLECT,Vendor C - 2,LDPE,B1058:Collection
TXN-B1058-2,B1058,High Loss,SEG,APPROVED,2025-02-22T14:07:10Z,WH-COLLECT,Vendor C - 2,LDPE,B1058:Sorting
TXN-B1058-3,B1058,High Loss,MB,APPROVED,2025-02-24T00:50:57Z,WH-WASH,Vendor C - 2,LDPE,B1058:Processing
TXN-B1058-4,B1058,High Loss,MB,APPROVED,2025-02-24T11:30:02Z,WH-RECY,Vendor C - 2,LDPE,B1058:Recycling
TXN-B1058-5,B1058,High Loss,SD,APPROVED,2025-02-25T15:36:45Z,WH-FACT,Vendor C - 2,LDPE,B1058:Dispatch
TXN-B1059-1,B1059,High Loss,PR,APPROVED,2025-02-13T19:58:47Z,WH-COLLECT,Vendor C - 4,PP,B1059:Collection
TXN-B1059-2,B1059,High Loss,SEG,APPROVED,2025-02-15T04:40:24Z,WH-COLLECT,Vendor C - 4,PP,B1059:Sorting
TXN-B1059-3,B1059,High Loss,MB,APPROVED,2025-02-16T12:55:24Z,WH-WASH,Vendor C - 4,PP,B1059:Processing
TXN-B1059-4,B1059,High Loss,MB,APPROVED,2025-02-17T14:31:41Z,WH-RECY,Vendor C - 4,PP,B1059:Recycling
TXN-B1059-5,B1059,High Loss,SD,APPROVED,2025-02-18T16:58:18Z,WH-FACT,Vendor C - 4,PP,B1059:Dispatch
TXN-B1060-1,B1060,High Loss,PR,APPROVED,2025-01-12T11:25:07Z,WH-COLLECT,Vendor C - 3,HDPE,B1060:Collection
TXN-B1061-1,B1061,Delay-Dominant,PR,APPROVED,2025-02-19T20:22:39Z,WH-COLLECT,Vendor B - 4,PP,B1061:Collection
TXN-B1061-2,B1061,Delay-Dominant,SEG,APPROVED,2025-02-23T20:22:02Z,WH-COLLECT,Vendor B - 4,PP,B1061:Sorting
TXN-B1061-3,B1061,Delay-Dominant,MB,APPROVED,2025-02-25T18:19:17Z,WH-WASH,Vendor B - 4,PP,B1061:Processing
TXN-B1061-4,B1061,Delay-Dominant,MB,APPROVED,2025-03-02T04:39:45Z,WH-RECY,Vendor B - 4,PP,B1061:Recycling
TXN-B1062-1,B1062,Delay-Dominant,PR,APPROVED,2025-01-20T17:13:10Z,WH-COLLECT,Vendor B - 2,PET,B1062:Collection
TXN-B1062-2,B1062,Delay-Dominant,SEG,APPROVED,2025-01-24T04:24:44Z,WH-COLLECT,Vendor B - 2,PET,B1062:Sorting
TXN-B1062-3,B1062,Delay-Dominant,MB,APPROVED,2025-01-27T11:05:37Z,WH-WASH,Vendor B - 2,PET,B1062:Processing
TXN-B1062-4,B1062,Delay-Dominant,MB,APPROVED,2025-01-29T18:44:47Z,WH-RECY,Vendor B - 2,PET,B1062:Recycling
TXN-B1062-5,B1062,Delay-Dominant,SD,APPROVED,2025-02-02T02:30:32Z,WH-FACT,Vendor B - 2,PET,B1062:Dispatch
TXN-B1063-1,B1063,Delay-Dominant,PR,APPROVED,2025-02-24T02:41:17Z,WH-COLLECT,Vendor B - 4,PET,B1063:Collection
TXN-B1063-2,B1063,Delay-Dominant,SEG,APPROVED,2025-02-28T12:46:22Z,WH-COLLECT,Vendor B - 4,PET,B1063:Sorting
TXN-B1063-3,B1063,Delay-Dominant,MB,APPROVED,2025-03-05T10:27:57Z,WH-WASH,Vendor B - 4,PET,B1063:Processing
TXN-B1063-4,B1063,Delay-Dominant,MB,APPROVED,2025-03-09T10:26:12Z,WH-RECY,Vendor B - 4,PET,B1063:Recycling
TXN-B1063-5,B1063,Delay-Dominant,SD,APPROVED,2025-03-13T07:10:24Z,WH-FACT,Vendor B - 4,PET,B1063:Dispatch
TXN-B1064-1,B1064,Delay-Dominant,PR,APPROVED,2025-02-06T14:48:10Z,WH-COLLECT,Vendor B - 1,PET,B1064:Collection
TXN-B1064-2,B1064,Delay-Dominant,SEG,APPROVED,2025-02-09T00:27:59Z,WH-COLLECT,Vendor B - 1,PET,B1064:Sorting
TXN-B1064-3,B1064,Delay-Dominant,MB,APPROVED,2025-02-10T14:37:08Z,WH-WASH,Vendor B - 1,PET,B1064:Processing
TXN-B1064-4,B1064,Delay-Dominant,MB,APPROVED,2025-02-12T05:43:25Z,WH-RECY,Vendor B - 1,PET,B1064:Recycling
TXN-B1064-5,B1064,Delay-Dominant,SD,APPROVED,2025-02-16T00:59:01Z,WH-FACT,Vendor B - 1,PET,B1064:Dispatch
TXN-B1065-1,B1065,Delay-Dominant,PR,APPROVED,2025-02-18T19:44:54Z,WH-COLLECT,Vendor B - 5,HDPE,B1065:Collection
TXN-B1065-2,B1065,Delay-Dominant,SEG,APPROVED,2025-02-21T23:52:40Z,WH-COLLECT,Vendor B - 5,HDPE,B1065:Sorting
TXN-B1065-3,B1065,Delay-Dominant,MB,APPROVED,2025-02-24T13:33:15Z,WH-WASH,Vendor B - 5,HDPE,B1065:Processing
TXN-B1065-4,B1065,Delay-Dominant,MB,APPROVED,2025-02-26T11:50:00Z,WH-RECY,Vendor B - 5,HDPE,B1065:Recycling
TXN-B1065-5,B1065,Delay-Dominant,SD,APPROVED,2025-03-02T08:03:41Z,WH-FACT,Vendor B - 5,HDPE,B1065:Dispatch
TXN-B1066-1,B1066,Delay-Dominant,PR,APPROVED,2025-02-27T19:53:28Z,WH-COLLECT,Vendor B - 4,PP,B1066:Collection
TXN-B1066-2,B1066,Delay-Dominant,SEG,APPROVED,2025-03-04T12:59:55Z,WH-COLLECT,Vendor B - 4,PP,B1066:Sorting
TXN-B1067-1,B1067,Delay-Dominant,PR,APPROVED,2025-02-11T20:30:30Z,WH-COLLECT,Vendor B - 5,HDPE,B1067:Collection
TXN-B1067-2,B1067,Delay-Dominant,SEG,APPROVED,2025-02-14T03:30:10Z,WH-COLLECT,Vendor B - 5,HDPE,B1067:Sorting
TXN-B1067-3,B1067,Delay-Dominant,MB,APPROVED,2025-02-16T11:07:29Z,WH-WASH,Vendor B - 5,HDPE,B1067:Processing
TXN-B1067-4,B1067,Delay-Dominant,MB,APPROVED,2025-02-20T03:14:51Z,WH-RECY,Vendor B - 5,HDPE,B1067:Recycling
TXN-B1067-5,B1067,Delay-Dominant,SD,APPROVED,2025-02-21T21:08:55Z,WH-FACT,Vendor B - 5,HDPE,B1067:Dispatch
TXN-B1068-1,B1068,Delay-Dominant,PR,APPROVED,2025-02-26T19:53:08Z,WH-COLLECT,Vendor B - 5,PP,B1068:Collection
TXN-B1068-2,B1068,Delay-Dominant,SEG,APPROVED,2025-03-02T17:24:54Z,WH-COLLECT,Vendor B - 5,PP,B1068:Sorting
TXN-B1068-3,B1068,Delay-Dominant,MB,APPROVED,2025-03-07T02:46:28Z,WH-WASH,Vendor B - 5,PP,B1068:Processing
TXN-B1068-4,B1068,Delay-Dominant,MB,APPROVED,2025-03-10T04:32:28Z,WH-RECY,Vendor B - 5,PP,B1068:Recycling
TXN-B1068-5,B1068,Delay-Dominant,SD,APPROVED,2025-03-15T02:14:03Z,WH-FACT,Vendor B - 5,PP,B1068:Dispatch
TXN-B1069-1,B1069,Delay-Dominant,PR,APPROVED,2025-01-19T19:26:47Z,WH-COLLECT,Vendor B - 3,PET,B1069:Collection
TXN-B1069-2,B1069,Delay-Dominant,SEG,APPROVED,2025-01-22T16:34:42Z,WH-COLLECT,Vendor B - 3,PET,B1069:Sorting
TXN-B1069-3,B1069,Delay-Dominant,MB,APPROVED,2025-01-25T01:28:22Z,WH-WASH,Vendor B - 3,PET,B1069:Processing
TXN-B1069-4,B1069,Delay-Dominant,MB,APPROVED,2025-01-28T23:48:32Z,WH-RECY,Vendor B - 3,PET,B1069:Recycling
TXN-B1069-5,B1069,Delay-Dominant,SD,APPROVED,2025-01-30T22:46:36Z,WH-FACT,Vendor B - 3,PET,B1069:Dispatch
TXN-B1070-1,B1070,Delay-Dominant,PR,APPROVED,2025-02-02T05:26:28Z,WH-COLLECT,Vendor B - 1,HDPE,B1070:Collection
TXN-B1070-2,B1070,Delay-Dominant,SEG,APPROVED,2025-02-07T04:05:16Z,WH-COLLECT,Vendor B - 1,HDPE,B1070:Sorting
TXN-B1070-3,B1070,Delay-Dominant,MB,APPROVED,2025-02-09T20:58:01Z,WH-WASH,Vendor B - 1,HDPE,B1070:Processing
TXN-B1070-4,B1070,Delay-Dominant,MB,APPROVED,2025-02-14T20:52:42Z,WH-RECY,Vendor B - 1,HDPE,B1070:Recycling
TXN-B1070-5,B1070,Delay-Dominant,SD,APPROVED,2025-02-16T18:06:03Z,WH-FACT,Vendor B - 1,HDPE,B1070:Dispatch
TXN-B1071-1,B1071,Delay-Dominant,PR,APPROVED,2025-02-14T21:20:25Z,WH-COLLECT,Vendor B - 1,LDPE,B1071:Collection
TXN-B1072-1,B1072,Delay-Dominant,PR,APPROVED,2025-02-12T06:08:33Z,WH-COLLECT,Vendor B - 1,HDPE,B1072:Collection
TXN-B1072-2,B1072,Delay-Dominant,SEG,APPROVED,2025-02-14T05:04:32Z,WH-COLLECT,Vendor B - 1,HDPE,B1072:Sorting
TXN-B1072-3,B1072,Delay-Dominant,MB,APPROVED,2025-02-17T00:02:11Z,WH-WASH,Vendor B - 1,HDPE,B1072:Processing
TXN-B1072-4,B1072,Delay-Dominant,MB,APPROVED,2025-02-21T03:53:07Z,WH-RECY,Vendor B - 1,HDPE,B1072:Recycling
TXN-B1072-5,B1072,Delay-Dominant,SD,APPROVED,2025-02-25T14:17:33Z,WH-FACT,Vendor B - 1,HDPE,B1072:Dispatch
TXN-B1073-1,B1073,Delay-Dominant,PR,APPROVED,2025-01-02T04:10:47Z,WH-COLLECT,Vendor B - 4,PVC,B1073:Collection
TXN-B1073-2,B1073,Delay-Dominant,SEG,APPROVED,2025-01-04T07:58:00Z,WH-COLLECT,Vendor B - 4,PVC,B1073:Sorting
TXN-B1073-3,B1073,Delay-Dominant,MB,APPROVED,2025-01-07T08:44:29Z,WH-WASH,Vendor B - 4,PVC,B1073:Processing
TXN-B1073-4,B1073,Delay-Dominant,MB,APPROVED,2025-01-11T15:26:09Z,WH-RECY,Vendor B - 4,PVC,B1073:Recycling
TXN-B1073-5,B1073,Delay-Dominant,SD,APPROVED,2025-01-16T12:18:49Z,WH-FACT,Vendor B - 4,PVC,B1073:Dispatch
TXN-B1074-1,B1074,Delay-Dominant,PR,APPROVED,2025-01-18T11:32:17Z,WH-COLLECT,Vendor B - 2,PET,B1074:Collection
TXN-B1074-2,B1074,Delay-Dominant,SEG,APPROVED,2025-01-22T10:57:10Z,WH-COLLECT,Vendor B - 2,PET,B1074:Sorting
TXN-B1074-3,B1074,Delay-Dominant,MB,APPROVED,2025-01-25T22:49:55Z,WH-WASH,Vendor B - 2,PET,B1074:Processing
TXN-B1074-4,B1074,Delay-Dominant,MB,APPROVED,2025-01-28T12:39:23Z,WH-RECY,Vendor B - 2,PET,B1074:Recycling
TXN-B1074-5,B1074,Delay-Dominant,SD,APPROVED,2025-02-02T02:52:57Z,WH-FACT,Vendor B - 2,PET,B1074:Dispatch
TXN-B1075-1,B1075,Delay-Dominant,PR,APPROVED,2025-01-27T16:31:57Z,WH-COLLECT,Vendor B - 2,PS,B1075:Collection
TXN-B1075-2,B1075,Delay-Dominant,SEG,APPROVED,2025-01-30T11:11:03Z,WH-COLLECT,Vendor B - 2,PS,B1075:Sorting
TXN-B1075-3,B1075,Delay-Dominant,MB,APPROVED,2025-02-02T14:25:57Z,WH-WASH,Vendor B - 2,PS,B1075:Processing
TXN-B1075-4,B1075,Delay-Dominant,MB,APPROVED,2025-02-06T07:13:55Z,WH-RECY,Vendor B - 2,PS,B1075:Recycling
TXN-B1075-5,B1075,Delay-Dominant,SD,APPROVED,2025-02-08T06:14:29Z,WH-FACT,Vendor B - 2,PS,B1075:Dispatch
TXN-B1076-1,B1076,Delay-Dominant,PR,APPROVED,2025-02-28T03:32:37Z,WH-COLLECT,Vendor B - 3,PS,B1076:Collection
TXN-B1076-2,B1076,Delay-Dominant,SEG,APPROVED,2025-03-01T22:42:04Z,WH-COLLECT,Vendor B - 3,PS,B1076:Sorting
TXN-B1076-3,B1076,Delay-Dominant,MB,APPROVED,2025-03-04T12:06:39Z,WH-WASH,Vendor B - 3,PS,B1076:Processing
TXN-B1076-4,B1076,Delay-Dominant,MB,APPROVED,2025-03-09T08:04:29Z,WH-RECY,Vendor B - 3,PS,B1076:Recycling
TXN-B1076-5,B1076,Delay-Dominant,SD,APPROVED,2025-03-13T20:41:52Z,WH-FACT,Vendor B - 3,PS,B1076:Dispatch
TXN-B1077-1,B1077,Delay-Dominant,PR,APPROVED,2025-03-02T10:29:01Z,WH-COLLECT,Vendor B - 1,PVC,B1077:Collection
TXN-B1077-2,B1077,Delay-Dominant,SEG,APPROVED,2025-03-05T21:33:16Z,WH-COLLECT,Vendor B - 1,PVC,B1077:Sorting
TXN-B1077-3,B1077,Delay-Dominant,MB,APPROVED,2025-03-10T05:23:00Z,WH-WASH,Vendor B - 1,PVC,B1077:Processing
TXN-B1077-4,B1077,Delay-Dominant,MB,APPROVED,2025-03-12T07:11:50Z,WH-RECY,Vendor B - 1,PVC,B1077:Recycling
TXN-B1077-5,B1077,Delay-Dominant,SD,APPROVED,2025-03-14T03:27:42Z,WH-FACT,Vendor B - 1,PVC,B1077:Dispatch
TXN-B1078-1,B1078,Delay-Dominant,PR,APPROVED,2025-02-02T16:30:24Z,WH-COLLECT,Vendor B - 2,PP,B1078:Collection
TXN-B1078-2,B1078,Delay-Dominant,SEG,APPROVED,2025-02-06T09:07:07Z,WH-COLLECT,Vendor B - 2,PP,B1078:Sorting
TXN-B1078-3,B1078,Delay-Dominant,MB,APPROVED,2025-02-09T13:13:16Z,WH-WASH,Vendor B - 2,PP,B1078:Processing
TXN-B1078-4,B1078,Delay-Dominant,MB,APPROVED,2025-02-13T16:39:25Z,WH-RECY,Vendor B - 2,PP,B1078:Recycling
TXN-B1078-5,B1078,Delay-Dominant,SD,APPROVED,2025-02-17T00:33:12Z,WH-FACT,Vendor B - 2,PP,B1078:Dispatch
TXN-B1079-1,B1079,Delay-Dominant,PR,APPROVED,2025-02-27T07:05:29Z,WH-COLLECT,Vendor B - 4,PP,B1079:Collection
TXN-B1079-2,B1079,Delay-Dominant,SEG,APPROVED,2025-03-01T19:40:40Z,WH-COLLECT,Vendor B - 4,PP,B1079:Sorting
TXN-B1079-3,B1079,Delay-Dominant,MB,APPROVED,2025-03-05T05:04:20Z,WH-WASH,Vendor B - 4,PP,B1079:Processing
TXN-B1079-4,B1079,Delay-Dominant,MB,APPROVED,2025-03-07T04:25:26Z,WH-RECY,Vendor B - 4,PP,B1079:Recycling
TXN-B1079-5,B1079,Delay-Dominant,SD,APPROVED,2025-03-09T23:23:43Z,WH-FACT,Vendor B - 4,PP,B1079:Dispatch
TXN-B1080-1,B1080,Delay-Dominant,PR,APPROVED,2025-03-02T00:54:19Z,WH-COLLECT,Vendor B - 3,LDPE,B1080:Collection
TXN-B1080-2,B1080,Delay-Dominant,SEG,APPROVED,2025-03-05T06:10:55Z,WH-COLLECT,Vendor B - 3,LDPE,B1080:Sorting
TXN-B1080-3,B1080,Delay-Dominant,MB,APPROVED,2025-03-07T12:10:57Z,WH-WASH,Vendor B - 3,LDPE,B1080:Processing
TXN-B1080-4,B1080,Delay-Dominant,MB,APPROVED,2025-03-10T13:26:55Z,WH-RECY,Vendor B - 3,LDPE,B1080:Recycling
TXN-B1080-5,B1080,Delay-Dominant,SD,APPROVED,2025-03-12T16:03:05Z,WH-FACT,Vendor B - 3,LDPE,B1080:Dispatch
TXN-B1081-1,B1081,Vendor-Issue,PR,APPROVED,2025-02-27T18:49:13Z,WH-COLLECT,Vendor C - 3,PP,B1081:Collection
TXN-B1081-2,B1081,Vendor-Issue,SEG,APPROVED,2025-03-01T03:41:17Z,WH-COLLECT,Vendor C - 3,PP,B1081:Sorting
TXN-B1081-3,B1081,Vendor-Issue,MB,APPROVED,2025-03-01T12:03:49Z,WH-WASH,Vendor C - 3,PP,B1081:Processing
TXN-B1081-4,B1081,Vendor-Issue,MB,APPROVED,2025-03-02T22:41:05Z,WH-RECY,Vendor C - 3,PP,B1081:Recycling
TXN-B1081-5,B1081,Vendor-Issue,SD,APPROVED,2025-03-04T23:24:17Z,WH-FACT,Vendor C - 3,PP,B1081:Dispatch
TXN-B1082-1,B1082,Vendor-Issue,PR,APPROVED,2025-01-14T16:51:39Z,WH-COLLECT,Vendor C - 4,PS,B1082:Collection
TXN-B1082-2,B1082,Vendor-Issue,SEG,APPROVED,2025-01-15T03:02:56Z,WH-COLLECT,Vendor C - 4,PS,B1082:Sorting
TXN-B1082-3,B1082,Vendor-Issue,MB,APPROVED,2025-01-17T17:54:15Z,WH-WASH,Vendor C - 4,PS,B1082:Processing
TXN-B1082-4,B1082,Vendor-Issue,MB,APPROVED,2025-01-18T20:20:09Z,WH-RECY,Vendor C - 4,PS,B1082:Recycling
TXN-B1082-5,B1082,Vendor-Issue,SD,APPROVED,2025-01-21T02:57:43Z,WH-FACT,Vendor C - 4,PS,B1082:Dispatch
TXN-B1083-1,B1083,Vendor-Issue,PR,APPROVED,2025-02-16T09:22:47Z,WH-COLLECT,Vendor C - 5,PET,B1083:Collection
TXN-B1083-2,B1083,Vendor-Issue,SEG,APPROVED,2025-02-18T22:56:06Z,WH-COLLECT,Vendor C - 5,PET,B1083:Sorting
TXN-B1083-3,B1083,Vendor-Issue,MB,APPROVED,2025-02-20T19:22:17Z,WH-WASH,Vendor C - 5,PET,B1083:Processing
TXN-B1083-4,B1083,Vendor-Issue,MB,APPROVED,2025-02-23T06:27:18Z,WH-RECY,Vendor C - 5,PET,B1083:Recycling
TXN-B1083-5,B1083,Vendor-Issue,SD,APPROVED,2025-02-25T17:46:28Z,WH-FACT,Vendor C - 5,PET,B1083:Dispatch
